 Ergebnisdatei: TRI200.dat

 Materialeigenschaften/Geometrie-Parameter/ANSYS-Optionen: 

 E-Modul (Pa), Poissonzahl, Dichte (kg/m3) 
  0.1689000E+12  0.6250000E-01   2329.000    

 Balkenlaenge, -dicke, Aufhaengung (m)
  0.3000000E-02  0.2000000E-04  0.2000000E-03

 Balkenbreiten: aussen, mitte, Balkenabstand (m)
  0.2000000E-03  0.4000000E-03  0.5000000E-04

 Elementtyp, Elementgroesse (m), MDOFs Total 
   63.00000      0.5000000E-04   100.0000    

 Iterationsanzahl, Startfrequenz (Hz), Stopfrequenz (Hz) 
   50.00000       15000.00       18000.00    

 Daempfungskoeffizient, Anregungsauslenkung (m) 
  0.1000000E-02  0.1000000E-05

 Bemerkungen:  small positive pivots

 MDOFs: 

 NSEL  FOR LABEL= X     BETWEEN 0.17000E-02 AND 0.17000E-02   KABS=  0.
  TOLERANCE= 0.850000E-05

     19  NODES (OF   1311  DEFINED) SELECTED BY  NSEL  COMMAND.


 LIST ALL SELECTED NODE  DSYS=  0
 
   NODE        X           Y           Z         THXY    THYZ    THXZ
   1148   0.26500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1157   0.27000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1166   0.27500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1175   0.28000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1184   0.28500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
 
   NODE        X           Y           Z         THXY    THYZ    THXZ
   1193   0.29000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1202   0.29500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1211   0.30000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1220   0.30500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1229   0.31000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1238   0.31500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1247   0.32000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1291   0.33000E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00
   1305   0.32500E-02 0.45000E-03 0.00000E+00    0.00    0.00    0.00

   2 DISP     2  UZ    2   UNTN -0.1615E-04 0.1554E+05 0.1096E-04 0.1548E+05
   3 DISP   105  UZ    105 MITT -0.1727E-04 0.1554E+05 0.1123E-04 0.1548E+05
   4 DISP   170  UZ    170 OBEN -0.1589E-04 0.1554E+05 0.1079E-04 0.1548E+05

          ANSYS POST26 VARIABLE LISTING


    FREQ        DISP   2 UZ                 DISP 105 UZ                 DISP 170 UZ  
                  2   UNTN                    105 MITT                    170 OBEN
                  AMPLITUDE       PHASE       AMPLITUDE       PHASE       AMPLITUDE       PHASE   
   15060.        0.122561E-05  -1.72371      0.104597E-05  -2.05249      0.121248E-05  -1.71661    
   15120.        0.139395E-05  -2.00224      0.121770E-05  -2.34560      0.137831E-05  -1.99458    
   15180.        0.162046E-05  -2.38070      0.145034E-05  -2.73979      0.160139E-05  -2.37241    
   15240.        0.194206E-05  -2.92317      0.178271E-05  -3.29927      0.191807E-05  -2.91418    
   15300.        0.243529E-05  -3.76282      0.229530E-05  -4.15734      0.240366E-05  -3.75304    
   15360.        0.328863E-05  -5.22873      0.318640E-05  -5.64328      0.324366E-05  -5.21805    
   15420.        0.512138E-05  -8.41088      0.510785E-05  -8.84726      0.504750E-05  -8.39918    
   15480.        0.116706E-04  -20.1466      0.119986E-04  -20.6068      0.114926E-04  -20.1337    
   15540.        0.212583E-04  -139.447      0.225652E-04  -139.933      0.209151E-04  -139.433    
   15600.        0.628605E-05  -168.470      0.690096E-05  -168.985      0.617836E-05  -168.454    
   15660.        0.354014E-05  -173.254      0.402713E-05  -173.801      0.347561E-05  -173.236    
   15720.        0.242813E-05  -175.156      0.286817E-05  -175.738      0.238091E-05  -175.136    
   15780.        0.182655E-05  -176.164      0.224563E-05  -176.786      0.178853E-05  -176.142    
   15840.        0.144868E-05  -176.779      0.185860E-05  -177.445      0.141630E-05  -176.754    
   15900.        0.118840E-05  -177.185      0.159572E-05  -177.901      0.115976E-05  -177.156    
   15960.        0.997409E-06  -177.464      0.140635E-05  -178.236      0.971376E-06  -177.430    
   16020.        0.850580E-06  -177.658      0.126414E-05  -178.495      0.826411E-06  -177.619    
   16080.        0.733530E-06  -177.792      0.115409E-05  -178.704      0.710701E-06  -177.746    
   16140.        0.637431E-06  -177.878      0.106702E-05  -178.876      0.615547E-06  -177.822    

          ANSYS POST26 VARIABLE LISTING


    FREQ        DISP   2 UZ                 DISP 105 UZ                 DISP 170 UZ  
                  2   UNTN                    105 MITT                    170 OBEN
                  AMPLITUDE       PHASE       AMPLITUDE       PHASE       AMPLITUDE       PHASE   
   16200.        0.556549E-06  -177.923      0.997002E-06  -179.023      0.535291E-06  -177.855    
   16260.        0.486988E-06  -177.930      0.940082E-06  -179.151      0.466078E-06  -177.844    
   16320.        0.425999E-06  -177.898      0.893509E-06  -179.265      0.405170E-06  -177.788    
   16380.        0.371574E-06  -177.823      0.855337E-06  -179.369      0.350543E-06  -177.676    
   16440.        0.322211E-06  -177.697      0.824167E-06  -179.466      0.300639E-06  -177.492    
   16500.        0.276772E-06  -177.505      0.798987E-06  -179.557      0.254190E-06  -177.200    
   16560.        0.234416E-06  -177.231      0.779070E-06  -179.645      0.210069E-06  -176.730    
   16620.        0.194673E-06  -176.867      0.763913E-06  -179.732      0.167083E-06  -175.900    
   16680.        0.158020E-06  -176.589      0.753180E-06  -179.818      0.123329E-06  -174.018    
   16740.        0.130346E-06  -179.874      0.746638E-06  -179.899      0.735664E-07  -162.599    
   16800.        0.430172E-07   173.156      0.745034E-06  -179.987      0.819607E-07  -160.119    
   16860.        0.191212E-07  -149.352      0.747176E-06   179.902      0.249065E-07  -145.838    
   16920.        0.253807E-07  -27.6645      0.754198E-06   179.794      0.302909E-07  -26.2965    
   16980.        0.679590E-07  -11.1850      0.766562E-06   179.676      0.769616E-07  -10.5895    
   17040.        0.116789E-06  -7.27308      0.785097E-06   179.544      0.128650E-06  -6.92402    
   17100.        0.172087E-06  -5.62878      0.811057E-06   179.391      0.186315E-06  -5.39793    
   17160.        0.235844E-06  -4.80007      0.846310E-06   179.210      0.252335E-06  -4.63570    
   17220.        0.311257E-06  -4.37587      0.893678E-06   178.992      0.330158E-06  -4.25272    
   17280.        0.403289E-06  -4.20574      0.957556E-06   178.719      0.424974E-06  -4.10995    

          ANSYS POST26 VARIABLE LISTING


    FREQ        DISP   2 UZ                 DISP 105 UZ                 DISP 170 UZ  
                  2   UNTN                    105 MITT                    170 OBEN
                  AMPLITUDE       PHASE       AMPLITUDE       PHASE       AMPLITUDE       PHASE   
   17340.        0.519945E-06  -4.23675      0.104511E-05   178.366      0.545075E-06  -4.16005    
   17400.        0.675012E-06  -4.47145      0.116875E-05   177.889      0.704687E-06  -4.40862    
   17460.        0.894436E-06  -4.96960      0.135195E-05   177.202      0.930547E-06  -4.91715    
   17520.        0.123352E-05  -5.89604      0.164482E-05   176.127      0.127962E-05  -5.85158    
   17580.        0.183461E-05  -7.70629      0.217636E-05   174.196      0.189850E-05  -7.66810    
   17640.        0.320408E-05  -12.0690      0.340464E-05   169.736      0.330867E-05  -12.0359    
   17700.        0.896503E-05  -31.9968      0.858093E-05   149.728      0.924065E-05  -31.9677    
   17760.        0.902176E-05  -150.735      0.781441E-05   30.9246      0.928412E-05  -150.709    
   17820.        0.361013E-05  -169.560      0.284059E-05   12.0462      0.370981E-05  -169.537    
   17880.        0.228364E-05  -173.851      0.163744E-05   7.71251      0.234371E-05  -173.830    
   17940.        0.169657E-05  -175.702      0.111142E-05   5.82663      0.173920E-05  -175.683    
   18000.        0.136520E-05  -176.722      0.818820E-06   4.77906      0.139807E-05  -176.705    
